gender,age,height,weight,bust_circumference,waist_circumference,hip_circumference
F,35.0,"1,496",78.6,"1,075",981,"1,010"
M,29.0,"1,775",86.9,"1,037",837,"1,030"
F,19.0,"1,553",52.6,845,709,920
F,60.0,"1,580",52.0,810,701,930
F,45.0,"1,539",47.4,800,750,880
M,33.0,"1,770",72.4,973,812,943
F,33.0,"1,688",56.8,833,656,895
F,33.0,"1,640",81.3,"1,030",866,"1,077"
M,41.0,"1,725",86.4,"1,053",945,"1,021"
F,36.0,"1,534",47.6,817,705,857
F,21.0,"1,576",57.4,879,757,956
M,17.0,"1,795",59.6,850,680,885
F,19.0,"1,687",76.6,964,832,"1,045"
F,37.0,"1,550",62.6,935,821,942
F,18.0,"1,638",57.2,861,704,932
F,16.0,"1,648",48.0,744,623,840
F,17.0,"1,645",73.6,955,821,"1,062"
F,36.0,"1,645",62.9,905,789,980
M,27.0,"1,698",69.6,964,840,945
F,35.0,"1,656",67.5,"1,044",811,955
F,19.0,"1,634",53.0,750,714,951
F,35.0,"1,635",51.0,825,690,880
M,24.0,"1,784",78.0,998,835,974
M,35.0,"1,876",86.4,975,895,"1,038"
M,28.0,"1,708",68.5,926,803,960
M,20.0,"1,665",50.5,785,700,840
F,63.0,"1,595",64.9,981,872,963
F,55.0,"1,511",66.8,"1,005",981,979
M,17.0,"1,725",65.3,960,712,905
F,51.0,"1,545",46.9,792,678,841
F,66.0,"1,545",65.7,955,950,999
F,35.0,"1,599",53.8,850,742,900
F,57.0,"1,519",46.8,821,765,885
M,26.0,"1,639",72.5,959,826,985
F,18.0,"1,652",59.7,855,682,955
F,28.0,"1,656",91.4,"1,125",997,"1,101"
F,68.0,"1,536",72.3,"1,085","1,051","1,005"
M,25.0,"1,777",69.6,859,795,931
M,20.0,"1,694",74.7,962,823,"1,003"
F,18.0,"1,560",61.2,895,813,970
F,55.0,"1,540",62.3,985,865,925
M,16.0,"1,710",62.0,845,710,902
M,38.0,"1,700",79.6,"1,000",880,958
F,20.0,"1,549",44.4,771,611,825
M,20.0,"1,758",71.3,907,805,985
F,20.0,"1,720",63.3,835,714,930
M,51.0,"1,726",66.6,925,849,916
F,16.0,"1,616",47.0,765,645,901
M,21.0,"1,667",67.5,883,796,946
M,24.0,"1,673",52.3,781,650,856
F,17.0,"1,638",51.1,835,635,895
M,24.0,"1,577",74.8,995,900,990
F,63.0,"1,638",82.4,840,755,957
F,35.0,"1,607",56.4,882,727,920
M,17.0,"1,830",68.4,960,740,935
M,27.0,"1,710",76.2,967,881,986
M,19.0,"1,819",87.3,"1,003",870,"1,064"
F,21.0,"1,618",55.1,820,660,925
F,17.0,"1,595",53.3,821,685,925
M,45.0,"1,762",70.1,954,892,974
M,31.0,"1,682",69.3,945,800,955
M,21.0,"1,835",74.6,945,780,966
M,43.0,"1,710",70.0,902,855,935
F,16.0,"1,581",49.6,752,617,918
M,17.0,"1,806",74.0,880,793,986
M,18.0,"1,660",61.7,857,750,911
F,34.0,"1,568",58.0,876,775,970
F,42.0,"1,620",65.8,955,813,989
F,16.0,"1,525",50.0,839,690,897
F,44.0,"1,659",45.6,845,710,876
F,24.0,"1,573",47.5,780,664,895
M,20.0,"1,777",79.1,994,867,"1,005"
F,19.0,"1,577",52.9,792,711,946
F,66.0,"1,515",52.1,900,848,902
F,18.0,"1,482",40.8,746,580,835
F,20.0,"1,606",49.7,763,613,892
F,29.0,"1,644",50.3,761,700,861
M,35.0,"1,683",76.9,943,900,980
F,58.0,"1,472",52.0,884,825,910
M,33.0,"1,733",71.2,926,894,"1,011"
F,38.0,"1,440",42.8,857,671,801
F,48.0,"1,523",50.7,791,721,972
F,36.0,"1,533",56.0,840,725,941
M,46.0,"1,690",72.9,990,865,925
F,29.0,"1,650",69.6,935,816,"1,000"
F,16.0,"1,615",57.6,831,684,941
M,23.0,"1,785",90.4,"1,020",975,"1,025"
F,20.0,"1,499",69.9,"1,031","1,021","1,052"
F,17.0,"1,616",62.0,849,760,"1,004"
F,35.0,"1,667",56.6,840,711,894
F,54.0,"1,547",54.7,871,820,871
M,28.0,"1,845",71.8,940,777,960
M,43.0,"1,743",88.0,"1,088",990,"1,015"
M,38.0,"1,633",64.8,847,810,904
F,43.0,"1,558",51.1,861,751,900
M,18.0,"1,780",60.8,850,691,885
M,22.0,"1,780",75.1,961,775,976
M,19.0,"1,744",69.1,890,754,929
M,17.0,"1,705",58.1,860,740,890
M,22.0,"1,670",66.2,884,812,885
M,18.0,"1,745",57.2,825,693,880
F,16.0,"1,571",39.8,705,600,818
F,22.0,"1,595",110.1,"1,241","1,080","1,312"
M,27.0,"1,696",76.2,950,835,965
M,19.0,"1,734",74.0,941,804,971
M,27.0,"1,670",92.1,"1,078","1,085","1,074"
M,21.0,"1,701",58.2,854,725,873
F,18.0,"1,694",67.1,909,724,998
F,46.0,"1,542",52.5,815,727,922
M,22.0,"1,795",75.5,945,740,971
M,26.0,"1,741",77.2,970,887,957
M,17.0,"1,685",66.8,875,760,955
M,17.0,"1,652",52.5,770,667,882
M,17.0,"1,752",61.4,810,695,865
F,46.0,"1,553",60.2,894,820,945
F,49.0,"1,563",61.6,895,808,960
F,19.0,"1,602",52.4,819,689,919
F,51.0,"1,597",57.7,881,780,955
F,46.0,"1,520",68.2,996,880,"1,025"
F,21.0,"1,656",46.2,730,645,842
M,28.0,"1,695",69.2,900,783,970
M,17.0,"1,694",70.1,995,825,940
M,18.0,"1,680",54.8,800,665,890
F,55.0,"1,518",55.8,960,830,890
F,35.0,"1,529",51.5,804,701,926
F,34.0,"1,591",57.6,869,728,932
F,21.0,"1,595",54.6,833,750,939
M,32.0,"1,820",90.3,995,930,"1,054"
F,32.0,"1,603",47.7,796,652,845
F,38.0,"1,549",79.3,"1,075","1,030","1,061"
M,38.0,"1,662",81.3,983,936,997
M,26.0,"1,609",56.9,892,775,880
F,16.0,"1,620",58.2,890,708,935
F,19.0,"1,588",46.9,776,667,900
M,41.0,"1,680",75.8,985,880,991
M,28.0,"1,687",68.4,892,752,940
F,61.0,"1,486",52.5,929,792,910
M,17.0,"1,807",57.5,813,667,885
F,19.0,"1,536",61.0,823,698,991
M,26.0,"1,660",55.9,835,725,871
M,54.0,"1,695",68.4,962,798,884
M,45.0,"1,626",63.2,923,789,912
F,54.0,"1,607",50.4,866,701,874
F,25.0,"1,670",82.0,987,850,"1,110"
F,16.0,"1,505",49.4,791,670,874
F,20.0,"1,596",54.5,882,740,924
M,33.0,"1,770",83.3,"1,024",945,971
F,16.0,"1,615",53.6,815,703,932
M,25.0,"1,627",73.6,942,860,979
M,37.0,"1,758",60.8,851,724,890
F,28.0,"1,625",59.0,890,790,981
M,18.0,"1,775",59.6,787,681,900
M,16.0,"1,740",54.7,762,632,860
M,44.0,"1,714",100.9,"1,108","1,074","1,091"
F,17.0,"1,586",78.4,958,830,"1,076"
M,25.0,"1,733",78.7,945,886,990
F,35.0,"1,580",61.7,947,831,954
M,45.0,"1,642",65.6,903,745,916
M,16.0,"1,680",72.3,915,814,"1,010"
M,20.0,"1,690",48.5,757,654,826
F,27.0,"1,624",46.4,762,624,835
F,18.0,"1,652",64.8,834,700,990
M,42.0,"1,797",82.7,994,878,995
M,17.0,"1,680",56.4,820,670,890
F,36.0,"1,428",46.3,866,775,870
M,19.0,"1,696",59.4,815,705,876
M,17.0,"1,746",70.0,890,811,960
M,18.0,"1,694",65.8,842,749,934
M,23.0,"1,664",80.8,972,956,"1,026"
F,16.0,"1,574",41.1,680,594,812
M,17.0,"1,835",77.5,895,825,980
M,34.0,"1,750",66.7,954,823,955
M,53.0,"1,705",77.2,"1,000",954,947
M,25.0,"1,733",77.0,950,891,991
M,20.0,"1,862",90.8,995,880,"1,095"
F,22.0,"1,616",47.3,813,644,824
F,42.0,"1,601",51.9,765,686,910
M,22.0,"1,812",106.9,"1,100","1,030","1,090"
M,18.0,"1,784",67.5,860,750,935
M,17.0,"1,709",68.4,870,695,955
M,16.0,"1,727",58.0,823,707,844
M,31.0,"1,767",67.2,865,758,935
F,64.0,"1,546",51.0,825,706,862
F,25.0,"1,605",56.2,840,720,981
M,19.0,"1,818",90.0,"1,080",970,"1,065"
M,37.0,"1,768",58.0,820,705,805
F,17.0,"1,573",49.9,845,710,905
M,25.0,"1,675",78.5,960,935,"1,045"
M,31.0,"1,727",96.1,"1,105","1,035","1,056"
F,36.0,"1,662",61.9,926,785,953
M,49.0,"1,649",78.9,962,988,990
F,19.0,"1,564",63.3,921,870,"1,007"
F,18.0,"1,585",75.1,"1,065",880,"1,043"
M,45.0,"1,747",81.7,946,960,960
F,16.0,"1,556",65.3,978,832,"1,030"
M,34.0,"1,684",73.4,982,852,965
M,28.0,"1,700",73.7,932,862,985
M,29.0,"1,765",100.5,"1,080",995,"1,085"
F,20.0,"1,629",57.5,847,716,953
M,29.0,"1,742",82.1,978,855,"1,013"
F,17.0,"1,670",60.1,856,683,965
M,51.0,"1,710",67.3,890,842,946
M,18.0,"1,784",110.4,"1,125","1,092","1,156"
M,19.0,"1,711",51.8,781,674,861
M,23.0,"1,803",56.5,799,669,866
F,45.0,"1,605",57.9,880,760,923
F,33.0,"1,588",49.3,852,750,861
M,18.0,"1,736",62.5,851,720,890
F,26.0,"1,690",68.1,945,825,"1,000"
F,38.0,"1,600",52.9,821,703,900
M,50.0,"1,810",78.6,932,875,996
F,15.0,"1,520",54.0,875,708,937
M,17.0,"1,675",68.4,885,770,971
M,30.0,"1,654",58.7,848,760,870
M,18.0,"1,727",54.5,775,690,779
M,36.0,"1,727",63.1,864,834,935
M,33.0,"1,734",79.3,905,865,"1,002"
F,52.0,"1,675",59.5,925,762,928
F,25.0,"1,629",54.0,855,696,915
F,16.0,"1,596",52.4,813,703,930
M,25.0,"1,718",61.7,895,745,905
F,28.0,"1,667",50.6,762,610,900
F,17.0,"1,594",49.0,751,670,909
F,17.0,"1,680",56.3,860,700,920
F,42.0,"1,504",49.1,866,760,847
M,43.0,"1,805",63.4,875,772,918
M,19.0,"1,836",65.2,853,712,935
M,27.0,"1,765",86.7,997,876,"1,056"
M,38.0,"1,854",82.0,942,928,"1,030"
M,40.0,"1,692",67.3,930,830,914
M,18.0,"1,712",72.7,965,811,980
M,30.0,"1,747",94.7,"1,059",940,"1,044"
M,57.0,"1,715",79.1,940,893,982
F,58.0,"1,580",62.9,945,905,952
M,28.0,"1,667",67.5,904,790,945
M,56.0,"1,571",62.1,900,791,879
F,60.0,"1,511",52.5,862,825,885
M,40.0,"1,746",85.3,980,929,"1,000"
M,55.0,"1,688",64.1,904,810,907
M,16.0,"1,751",63.9,825,763,945
M,16.0,"1,843",84.2,915,840,"1,041"
F,50.0,"1,557",52.4,843,726,929
M,22.0,"1,750",60.7,853,725,890
M,42.0,"1,789",77.0,935,821,965
M,18.0,"1,663",64.4,870,774,936
F,37.0,"1,574",57.0,936,790,940
F,46.0,"1,563",51.8,844,715,895
F,49.0,"1,560",60.7,906,850,892
M,16.0,"1,805",76.6,920,790,990
F,29.0,"1,639",56.2,830,715,965
M,18.0,"1,776",68.4,885,791,953
F,63.0,"1,566",62.4,951,852,942
M,21.0,"1,780",83.1,965,848,"1,032"
F,49.0,"1,544",61.1,950,791,964
F,33.0,"1,613",56.2,860,750,955
F,19.0,"1,616",66.7,902,802,"1,005"
F,18.0,"1,614",67.4,885,761,"1,043"
M,35.0,"1,803",78.1,933,788,975
F,24.0,"1,541",40.5,740,597,850
F,62.0,"1,604",56.6,918,810,906
M,25.0,"1,778",75.4,918,790,973
F,53.0,"1,567",52.6,863,711,910
M,32.0,"1,670",68.4,993,840,910
M,20.0,"1,601",59.9,836,767,903
M,16.0,"1,576",53.2,817,675,861
M,22.0,"1,785",71.9,925,780,968
F,17.0,"1,569",41.4,710,612,830
M,21.0,"1,720",67.4,915,775,946
M,17.0,"1,624",51.6,781,720,871
F,16.0,"1,543",58.4,945,745,950
F,16.0,"1,601",48.5,775,645,880
M,30.0,"1,774",63.7,887,770,925
M,37.0,"1,671",61.1,905,743,890
M,19.0,"1,814",89.7,985,878,"1,037"
M,28.0,"1,795",71.9,867,800,"1,004"
F,35.0,"1,569",50.0,876,690,903
M,19.0,"1,775",65.3,851,750,917
M,17.0,"1,744",68.8,920,767,960
M,29.0,"1,780",65.0,827,781,910
F,49.0,"1,545",60.4,964,805,921
M,27.0,"1,683",56.6,835,689,834
M,27.0,"1,708",69.2,941,770,941
F,30.0,"1,723",58.9,810,715,944
F,60.0,"1,604",58.8,919,885,907
M,29.0,"1,708",66.9,895,805,960
M,16.0,"1,763",60.3,833,726,910
M,48.0,"1,709",66.7,"1,033",973,995
M,17.0,"1,723",75.1,942,784,978
M,18.0,"1,721",59.4,801,685,865
M,26.0,"1,767",84.6,980,909,982
F,65.0,"1,529",62.9,"1,002",970,933
M,49.0,"1,541",59.7,903,845,882
M,18.0,"1,736",87.6,"1,026",888,995
F,33.0,"1,624",48.1,754,650,864
F,16.0,"1,541",43.3,752,656,827
F,19.0,"1,531",49.9,871,635,878
M,17.0,"1,666",55.5,806,705,875
M,49.0,"1,702",67.7,920,824,924
F,37.0,"1,764",80.4,986,902,"1,078"
F,39.0,"1,613",46.6,767,663,861
M,16.0,"1,754",58.0,805,686,861
F,50.0,"1,520",56.0,905,802,931
M,19.0,"1,718",63.1,860,728,900
M,19.0,"1,670",66.1,874,777,945
M,20.0,"1,626",71.3,870,894,"1,005"
M,58.0,"1,624",64.4,898,825,865
F,30.0,"1,642",68.7,910,825,"1,042"
M,21.0,"1,758",72.5,920,851,975
F,31.0,"1,566",53.8,868,740,915
M,18.0,"1,684",66.9,897,747,931
M,24.0,"1,855",77.4,970,808,980
F,18.0,"1,513",48.9,782,724,894
F,38.0,"1,556",49.5,771,680,891
F,39.0,"1,640",62.7,921,780,956
F,26.0,"1,603",79.6,"1,082",870,"1,105"
M,52.0,"1,693",62.6,924,770,890
F,18.0,"1,575",46.4,794,691,875
F,31.0,"1,663",53.9,815,695,927
M,33.0,"1,715",85.6,"1,001",940,"1,020"
F,33.0,"1,570",50.3,810,655,892
M,20.0,"1,858",76.6,938,832,980
M,24.0,"1,674",68.7,940,865,932
F,28.0,"1,590",60.3,865,742,975
F,23.0,"1,679",63.0,900,752,973
M,21.0,"1,704",69.2,970,780,935
F,18.0,"1,644",59.6,871,704,930
F,52.0,"1,510",55.0,895,816,915
F,33.0,"1,622",51.2,835,700,892
F,36.0,"1,610",70.3,"1,014",974,995
M,26.0,"1,816",81.8,970,860,"1,035"
F,35.0,"1,657",54.7,820,680,935
F,66.0,"1,554",62.9,"1,045",950,930
M,32.0,"1,776",94.3,"1,004","1,012","1,061"
M,26.0,"1,835",85.9,"1,001",860,"1,051"
F,35.0,"1,586",46.9,802,721,882
M,42.0,"1,707",74.2,960,780,990
F,20.0,"1,574",44.6,730,630,881
M,26.0,"1,756",56.3,809,675,895
M,46.0,"1,693",65.8,925,771,920
M,19.0,"1,580",52.9,824,719,875
M,16.0,"1,676",66.5,888,764,923
F,16.0,"1,564",54.1,798,720,932
F,17.0,"1,570",44.2,746,590,857
F,58.0,"1,492",57.3,945,862,921
M,22.0,"1,851",81.9,981,846,"1,004"
M,26.0,"1,624",56.4,880,730,852
M,18.0,"1,724",76.0,943,835,"1,005"
M,36.0,"1,690",66.9,938,800,937
F,32.0,"1,549",41.4,755,604,850
F,42.0,"1,619",61.4,922,832,974
F,49.0,"1,522",61.7,"1,008",848,966
M,59.0,"1,734",64.3,915,760,902
F,27.0,"1,630",55.6,814,682,930
F,38.0,"1,670",63.3,927,825,921
F,16.0,"1,683",61.7,835,690,970
F,47.0,"1,543",60.2,915,795,975
M,16.0,"1,666",53.7,780,683,846
M,33.0,"1,792",71.9,965,800,945
F,17.0,"1,609",51.5,845,705,910
M,41.0,"1,751",72.5,940,870,970
F,23.0,"1,715",70.6,965,807,"1,035"
M,30.0,"1,660",65.7,895,750,930
M,22.0,"1,725",80.9,"1,011",871,"1,016"
M,24.0,"1,820",69.0,875,735,935
M,18.0,"1,691",98.5,"1,081","1,025","1,104"
F,60.0,"1,504",57.2,966,855,960
F,59.0,"1,431",48.2,849,754,871
F,35.0,"1,670",56.1,862,778,951
M,54.0,"1,683",71.3,946,866,938
M,33.0,"1,763",73.7,917,795,935
M,25.0,"1,818",74.8,932,755,945
F,16.0,"1,625",50.3,836,661,884
M,16.0,"1,701",72.7,908,810,987
M,16.0,"1,733",61.1,831,707,875
F,39.0,"1,685",67.9,945,882,"1,018"
F,41.0,"1,518",64.3,955,910,967
M,32.0,"1,675",62.0,878,769,900
M,32.0,"1,745",64.3,937,727,915
M,42.0,"1,750",80.0,"1,015",920,"1,010"
F,64.0,"1,552",62.6,983,915,898
M,37.0,"1,744",83.6,987,897,"1,021"
F,17.0,"1,640",45.1,750,596,870
M,44.0,"1,671",74.0,"1,015",835,998
M,19.0,"1,773",85.2,"1,025",915,"1,011"
M,63.0,"1,609",64.5,930,880,918
F,24.0,"1,725",63.8,925,804,924
F,17.0,"1,587",59.3,865,698,952
M,47.0,"1,782",77.9,"1,002",901,969
F,63.0,"1,498",52.4,891,794,880
F,49.0,"1,580",54.3,900,750,905
M,22.0,"1,730",,,,
M,17.0,"1,736",74.8,922,800,998
F,58.0,"1,534",56.2,855,770,955
F,56.0,"1,494",45.9,817,722,872
F,18.0,"1,599",61.8,846,768,"1,000"
M,35.0,"1,708",60.7,856,727,900
M,22.0,"1,669",72.0,974,840,943
F,17.0,"1,687",73.3,954,909,"1,054"
F,30.0,"1,697",57.5,847,717,949
F,16.0,"1,560",50.1,845,683,885
M,56.0,"1,669",61.7,894,828,885
F,36.0,"1,700",58.0,795,685,953
F,37.0,"1,677",78.3,"1,024",920,"1,041"
F,31.0,"1,541",51.7,830,704,936
F,46.0,"1,620",64.1,905,795,920
F,38.0,"1,564",59.3,852,791,"1,000"
M,57.0,"1,701",76.8,"1,033",893,"1,021"
F,24.0,"1,561",47.0,773,620,870
M,20.0,"1,779",79.0,971,857,"1,015"
M,25.0,"1,800",79.8,958,823,"1,015"
F,28.0,"1,631",58.1,835,683,925
F,53.0,"1,620",58.7,845,760,964
M,16.0,"1,730",67.7,905,755,957
F,38.0,"1,557",51.8,792,713,888
M,29.0,"1,734",85.2,"1,026",864,"1,041"
M,38.0,"1,764",80.4,985,884,"1,040"
M,25.0,"1,736",72.1,924,819,964
M,32.0,"1,783",84.9,"1,015",956,"1,036"
F,59.0,"1,568",63.2,974,868,930
M,18.0,"1,680",51.8,793,652,840
M,32.0,"1,725",68.7,920,794,924
M,17.0,"1,799",63.0,799,710,899
F,31.0,"1,556",78.1,"1,002",995,"1,115"
M,58.0,"1,737",71.8,914,850,955
F,58.0,"1,560",56.3,850,770,944
F,16.0,"1,590",47.1,780,651,866
M,16.0,"1,780",63.5,823,756,936
M,17.0,"1,697",52.9,800,650,870
M,25.0,"1,701",72.3,947,812,942
F,37.0,"1,578",60.4,928,807,898
F,38.0,"1,478",44.9,830,725,880
M,30.0,"1,742",81.0,941,880,999
M,20.0,"1,827",74.1,865,760,985
F,18.0,"1,646",52.5,872,735,922
F,21.0,"1,517",47.5,795,655,905
M,36.0,"1,700",74.5,921,869,960
F,32.0,"1,591",56.2,868,760,936
M,17.0,"1,653",49.6,748,609,802
F,34.0,"1,657",54.2,791,735,914
F,26.0,"1,573",57.0,881,740,"1,005"
F,56.0,"1,550",58.3,921,806,940
F,20.0,"1,629",70.2,925,804,"1,061"
M,64.0,"1,664",84.6,"1,038","1,020","1,022"
F,19.0,"1,570",51.3,817,718,913
F,33.0,"1,597",66.3,925,815,"1,015"
F,20.0,"1,591",59.4,922,748,965
M,27.0,"1,708",63.8,908,736,911
F,24.0,"1,650",44.8,773,610,870
M,40.0,"1,700",60.6,872,746,891
F,16.0,"1,633",49.7,818,635,880
M,20.0,"1,744",57.9,865,698,869
F,22.0,"1,555",51.5,830,675,910
F,16.0,"1,604",45.4,735,610,852
M,16.0,"1,637",73.5,953,912,"1,015"
M,24.0,"1,685",70.0,923,868,960
M,17.0,"1,693",62.8,889,724,938
M,20.0,"1,788",60.3,825,718,870
M,19.0,"1,620",63.0,865,770,920
F,59.0,"1,563",45.6,842,781,836
M,38.0,"1,738",72.4,906,850,951
F,22.0,"1,591",50.6,806,672,875
F,16.0,"1,640",53.1,805,670,912
M,38.0,"1,673",77.9,"1,014",918,995
F,37.0,"1,597",67.8,"1,001",865,986
F,22.0,"1,624",66.1,920,775,"1,030"
M,22.0,"1,685",61.9,870,705,920
M,16.0,"1,705",62.7,905,730,900
M,36.0,"1,745",83.6,"1,000",888,"1,010"
M,45.0,"1,647",64.1,828,801,910
F,43.0,"1,522",45.8,782,680,870
M,39.0,"1,750",76.5,938,898,990
F,45.0,"1,558",59.8,978,795,900
M,36.0,"1,671",68.2,911,894,946
F,47.0,"1,530",72.6,"1,085",980,951
M,17.0,"1,799",92.9,975,864,"1,080"
M,16.0,"1,696",51.4,762,650,850
F,55.0,"1,507",58.4,921,835,930
M,53.0,"1,684",64.8,908,789,929
M,31.0,"1,812",76.4,914,825,996
M,30.0,"1,716",66.8,945,831,935
F,17.0,"1,528",41.5,825,615,851
F,16.0,"1,563",55.6,852,712,925
F,66.0,"1,526",55.1,935,846,861
M,21.0,"1,620",54.1,782,720,892
M,23.0,"1,843",77.5,945,827,999
F,23.0,"1,687",61.4,855,742,962
M,29.0,"1,719",88.1,"1,064",921,"1,009"
F,58.0,"1,485",52.6,875,774,872
M,16.0,"1,696",60.0,808,715,854
F,39.0,"1,579",56.9,921,800,941
F,51.0,"1,584",51.4,925,780,838
M,22.0,"1,696",63.4,871,727,930
M,16.0,"1,672",66.6,865,743,917
F,16.0,"1,635",69.7,945,753,"1,028"
F,17.0,"1,624",51.8,841,791,901
M,18.0,"1,649",63.4,804,750,940
M,34.0,"1,702",67.7,906,771,935
M,35.0,"1,630",56.5,835,735,870
M,39.0,"1,658",65.7,913,784,915
F,18.0,"1,478",41.7,770,606,808
F,29.0,"1,550",53.9,855,721,920
M,26.0,"1,702",61.8,876,704,868
M,21.0,"1,835",73.7,905,798,955
M,16.0,"1,715",52.6,805,666,857
M,30.0,"1,835",94.0,"1,084",950,995
F,19.0,"1,580",85.6,"1,045","1,020","1,135"
M,20.0,"1,754",61.1,865,675,909
F,54.0,"1,565",69.4,"1,036",875,970
M,17.0,"1,665",68.0,891,835,932
M,19.0,"1,746",65.8,875,715,906
F,39.0,"1,634",54.7,830,763,849
F,25.0,"1,756",79.7,970,840,"1,100"
M,34.0,"1,680",79.1,"1,010",937,990
M,34.0,"1,698",71.0,"1,010",820,915
M,39.0,"1,677",65.7,930,820,926
F,18.0,"1,618",83.7,"1,159",945,"1,053"
F,39.0,"1,605",59.3,913,776,970
M,26.0,"1,729",69.8,914,802,958
M,45.0,"1,674",84.9,"1,015",943,"1,040"
F,17.0,"1,545",50.8,831,700,875
F,68.0,"1,518",67.9,"1,021","1,014",995
F,20.0,"1,584",58.2,905,746,960
M,17.0,"1,761",66.1,845,734,960
M,61.0,"1,681",83.1,"1,104",983,993
F,30.0,"1,635",52.2,791,651,899
M,34.0,"1,861",102.0,"1,083","1,052","1,095"
M,26.0,"1,640",55.1,862,685,892
F,35.0,"1,631",69.0,"1,018",892,970
M,32.0,"1,733",65.3,886,723,940
F,19.0,"1,568",45.3,738,621,850
M,20.0,"1,755",80.1,"1,026",860,966
M,22.0,"1,688",70.8,925,790,945
F,16.0,"1,676",56.7,835,680,941
M,50.0,"1,766",80.6,932,904,999
F,19.0,"1,470",59.8,951,871,"1,005"
F,16.0,"1,606",61.6,875,740,945
M,23.0,"1,624",55.5,856,676,856
F,34.0,"1,669",63.9,960,825,926
F,61.0,"1,518",46.3,786,700,859
M,30.0,"1,783",63.6,845,805,930
M,46.0,"1,735",86.1,"1,006",945,"1,014"
F,33.0,"1,532",47.1,780,670,883
F,50.0,"1,588",59.9,901,775,951
F,26.0,"1,727",53.2,798,650,880
M,49.0,"1,721",77.3,930,894,990
M,32.0,"1,768",89.0,"1,022",920,"1,055"
F,19.0,"1,660",79.0,"1,011",885,"1,081"
M,59.0,"1,610",54.0,866,758,858
M,58.0,"1,651",56.5,843,758,860
F,34.0,"1,596",57.4,860,805,952
M,25.0,"1,739",72.8,928,839,972
F,16.0,"1,512",50.1,895,662,882
F,55.0,"1,487",48.4,870,740,835
M,16.0,"1,740",76.7,935,850,990
M,21.0,"1,718",64.4,873,740,915
M,17.0,"1,703",72.4,910,808,952
M,18.0,"1,725",58.1,812,697,873
F,61.0,"1,543",56.6,900,790,912
M,22.0,"1,765",69.8,910,769,945
F,54.0,"1,484",58.0,925,840,903
M,19.0,"1,769",87.6,"1,000",930,"1,040"
F,19.0,"1,589",50.7,772,720,904
M,44.0,"1,596",53.9,850,771,860
M,30.0,"1,675",64.8,880,793,921
M,68.0,"1,684",51.7,922,755,816
F,19.0,"1,593",50.6,785,641,935
F,18.0,"1,572",50.7,843,666,936
F,42.0,"1,610",46.9,825,675,853
M,37.0,"1,675",74.8,930,885,"1,007"
F,38.0,"1,625",59.0,867,750,958
F,18.0,"1,570",43.7,746,643,881
M,36.0,"1,775",83.0,975,895,"1,005"
F,21.0,"1,606",64.4,915,770,995
F,18.0,"1,491",58.9,880,790,983
F,28.0,"1,553",43.3,750,636,886
M,29.0,"1,810",83.4,987,910,998
M,17.0,"1,835",58.6,811,655,887
M,18.0,"1,744",78.5,911,804,"1,011"
M,60.0,"1,704",73.5,965,891,899
M,45.0,"1,706",63.9,945,780,890
F,51.0,"1,479",58.8,929,790,940
F,34.0,"1,635",48.3,830,663,860
M,59.0,"1,668",70.8,915,858,918
M,45.0,"1,706",66.7,870,805,914
F,53.0,"1,472",56.0,942,845,905
M,35.0,"1,691",81.6,"1,039",870,969
F,52.0,"1,601",61.7,899,845,954
M,19.0,"1,728",57.7,835,705,888
F,68.0,"1,469",53.9,928,780,884
M,53.0,"1,733",88.8,"1,041","1,047","1,030"
M,32.0,"1,761",88.4,984,912,"1,051"
F,23.0,"1,470",47.4,800,630,860
M,35.0,"1,664",66.2,905,823,935
M,23.0,"1,710",76.7,964,855,"1,000"
F,56.0,"1,530",58.7,970,825,946
M,17.0,"1,685",47.8,774,634,825
M,50.0,"1,671",68.0,927,852,928
F,16.0,"1,539",49.0,815,696,885
F,30.0,"1,622",54.5,835,721,934
F,20.0,"1,620",74.6,974,815,"1,064"
F,47.0,"1,520",72.2,"1,050",975,"1,032"
M,39.0,"1,703",68.5,938,830,935
M,17.0,"1,735",64.3,845,720,923
M,19.0,"1,720",64.7,877,796,917
F,32.0,"1,716",68.9,930,841,"1,012"
F,60.0,"1,531",61.3,930,870,940
F,34.0,"1,740",50.6,801,625,884
M,18.0,"1,807",125.3,"1,257","1,198","1,217"
F,60.0,"1,499",61.8,"1,025",881,941
M,37.0,"1,795",91.9,"1,050",880,"1,032"
M,17.0,"1,757",73.1,885,785,980
M,28.0,"1,804",76.1,935,806,985
F,26.0,"1,539",44.3,756,620,851
F,36.0,"1,628",54.6,901,776,895
F,25.0,"1,598",56.8,860,695,928
F,18.0,"1,574",39.5,721,590,811
M,17.0,"1,794",76.6,913,796,"1,025"
F,45.0,"1,560",58.5,915,716,937
F,31.0,"1,639",49.1,795,642,870
F,34.0,"1,641",53.1,876,774,889
M,39.0,"1,686",70.9,934,827,953
M,49.0,"1,713",79.4,"1,005",940,986
F,64.0,"1,573",65.1,935,900,945
F,16.0,"1,575",49.6,785,741,885
F,37.0,"1,587",63.1,927,850,935
F,43.0,"1,515",60.0,901,795,"1,023"
F,17.0,"1,545",45.1,814,670,835
M,17.0,"1,668",51.8,775,670,830
M,26.0,"1,756",77.1,980,840,964
F,38.0,"1,664",67.7,945,816,970
M,25.0,"1,650",72.2,951,812,949
M,17.0,"1,688",56.8,795,699,870
